	cik	gvkey	year	sic_list
	354950 	5680 	1998 	['521']
	833640 	66032 	1999 	['367']
	792641 	12576 	1999 	['807']
	792641 	12576 	1998 	['807']
	355777 	12789 	1999 	['366']
	355777 	12789 	1998 	['366']
	858470 	20548 	1999 	['131']
	858470 	20548 	1998 	['131']
	1084230 	5824 	1999 	['208']
	793733 	12392 	1999 	['451']
	793733 	12392 	1998 	['451']
	39311 	16890 	1999 	['602']
	39311 	16890 	1998 	['602']
	86144 	9359 	1999 	['541']
	86144 	9359 	1998 	['541']
	1281761 	4674 	1999 	['602']
	1281761 	4674 	1998 	['602']
	356171 	28155 	1999 	['602']
	356171 	28155 	1998 	['602']
	868611 	23697 	1999 	['581']
	868611 	23697 	1998 	['581']
	848865 	22140 	1999 	['495']
	848865 	22140 	1998 	['495']
	28325 	3886 	1999 	['541']
	28325 	3886 	1998 	['541']
	38264 	62262 	1999 	['316']
	38264 	62262 	1998 	['316']
	861459 	21429 	1999 	['161']
	861459 	21429 	1998 	['161']
	912967 	29466 	1999 	['603']
	912967 	29466 	1998 	['603']
	1040792 	65247 	1999 	['737']
	812348 	16748 	1999 	['602']
	812348 	16748 	1998 	['602']
	816330 	14003 	1999 	['621']
	816330 	14003 	1998 	['621']
	1370291 	17069 	1999 	['602']
	1370291 	17069 	1998 	['602']
	1040971 	65290 	1999 	['679']
	912183 	63866 	1999 	['283']
	912183 	63866 	1998 	['283']
	109156 	11669 	1999 	['594']
	109156 	11669 	1998 	['594']
	883905 	25115 	1998 	['357']
	883902 	25130 	1999 	['344']
	883902 	25130 	1998 	['344']
	913165 	62948 	1999 	['384']
	913165 	62948 	1998 	['384']
	1095996 	24544 	1999 	['153']
	1095996 	24544 	1998 	['153']
	872448 	23767 	1999 	['367']
	872448 	23767 	1998 	['367']
	897723 	28139 	1999 	['367']
	897723 	28139 	1998 	['367']
	1002637 	62784 	1999 	['283']
	1002637 	62784 	1998 	['283']
	1068848 	12827 	1999 	['271']
	1068848 	12827 	1998 	['271']
	16160 	64275 	1999 	['25']
	16160 	64275 	1998 	['25']
	1024520 	64132 	1999 	['384']
	225051 	1728 	1999 	['541']
	225051 	1728 	1998 	['541']
	740694 	6357 	1999 	['356']
	740694 	6357 	1998 	['356']
	37032 	4742 	1999 	['602']
	37032 	4742 	1998 	['602']
	1004434 	65886 	1999 	['628']
	1014955 	63324 	1999 	['737']
	1014955 	63324 	1998 	['737']
	1031329 	65803 	1999 	['809']
	925963 	31533 	1999 	['603']
	925963 	31533 	1998 	['603']
	25305 	31448 	1999 	['484']
	25305 	31448 	1998 	['484']
	877476 	24669 	1999 	['809']
	877476 	24669 	1998 	['809']
	215466 	3153 	1999 	['104']
	215466 	3153 	1998 	['104']
	922244 	63486 	1999 	['602']
	913760 	31521 	1999 	['621']
	913760 	31521 	1998 	['621']
	1037649 	65930 	1999 	['283']
	1037646 	65772 	1999 	['359']
	702325 	11896 	1999 	['602']
	702325 	11896 	1998 	['602']
	828944 	17132 	1999 	['603']
	828944 	17132 	1998 	['603']
	1022079 	64166 	1999 	['807']
	1038357 	14359 	1999 	['131']
	1038357 	14359 	1998 	['131']
	100331 	14830 	1999 	['633']
	100331 	14830 	1998 	['633']
	878088 	8333 	1999 	['283']
	878088 	8333 	1998 	['283']
	1023060 	13158 	1999 	['131']
	1023060 	13158 	1998 	['131']
	709283 	8867 	1999 	['357']
	709283 	8867 	1998 	['357']
	92827 	9942 	1999 	['508']
	92827 	9942 	1998 	['508']
	880432 	24890 	1999 	['382']
	880432 	24890 	1998 	['382']
	880431 	24771 	1999 	['283']
	880431 	24771 	1998 	['283']
	32198 	4279 	1999 	['366']
	32198 	4279 	1998 	['366']
	877212 	24405 	1999 	['356']
	877212 	24405 	1998 	['356']
	1496048 	28119 	1999 	['679']
	1496048 	28119 	1998 	['679']
	832175 	19438 	1998 	['737']
	1057706 	16821 	1999 	['602']
	1057706 	16821 	1998 	['602']
	807882 	13092 	1999 	['581']
	807882 	13092 	1998 	['581']
	1012127 	31366 	1999 	['491']
	1012127 	31366 	1998 	['491']
	917857 	29864 	1999 	['153']
	917857 	29864 	1998 	['153']
	891915 	27847 	1999 	['252']
	891915 	27847 	1998 	['252']
	891098 	25860 	1999 	['602']
	891098 	25860 	1998 	['602']
	895930 	65967 	1999 	['801']
	891919 	25896 	1999 	['594']
	891919 	25896 	1998 	['594']
	69633 	7685 	1999 	['366']
	69633 	7685 	1998 	['366']
	350737 	8073 	1999 	['284']
	350737 	8073 	1998 	['284']
	702430 	17272 	1999 	['602']
	702430 	17272 	1998 	['602']
	912562 	29131 	1998 	['331']
	912567 	29542 	1999 	['603']
	912567 	29542 	1998 	['603']
	30302 	4090 	1999 	['533']
	30302 	4090 	1998 	['533']
	96699 	10364 	1999 	['366']
	96699 	10364 	1998 	['366']
	764811 	30328 	1999 	['602']
	764811 	30328 	1998 	['602']
	201461 	3082 	1999 	['602']
	201461 	3082 	1998 	['602']
	880321 	60950 	1999 	['737']
	880321 	60950 	1998 	['737']
	833829 	28145 	1999 	['737']
	833829 	28145 	1998 	['737']
	1023459 	64929 	1999 	['737']
	1035815 	64739 	1999 	['271']
	906326 	28616 	1999 	['410']
	906326 	28616 	1998 	['411']
	9548 	2011 	1998 	['491']
	25475 	3581 	1999 	['641']
	25475 	3581 	1998 	['641']
	1001718 	61640 	1999 	['473']
	1001718 	61640 	1998 	['473']
	918958 	30117 	1999 	['679']
	918958 	30117 	1998 	['679']
	1015577 	63194 	1999 	['737']
	1015577 	63194 	1998 	['737']
	1139812 	31692 	1999 	['602']
	1139812 	31692 	1998 	['602']
	21157 	2553 	1998 	['353']
	888358 	26360 	1999 	['737']
	888358 	26360 	1998 	['737']
	943032 	31766 	1999 	['365']
	943032 	31766 	1998 	['365']
	856250 	21427 	1999 	['506']
	856250 	21427 	1998 	['506']
	943034 	31775 	1999 	['679']
	943034 	31775 	1998 	['679']
	885551 	25224 	1999 	['873']
	885551 	25224 	1998 	['873']
	36270 	4699 	1999 	['602']
	36270 	4699 	1998 	['602']
	894671 	19137 	1999 	['602']
	894671 	19137 	1998 	['602']
	13573 	2342 	1999 	['793']
	13573 	2342 	1998 	['793']
	1009900 	65124 	1999 	['800']
	874255 	24191 	1999 	['283']
	874255 	24191 	1998 	['283']
	862841 	64127 	1998 	['596']
	717954 	10840 	1999 	['230']
	717954 	10840 	1998 	['230']
	899297 	28266 	1999 	['367']
	899297 	28266 	1998 	['367']
	700564 	14172 	1999 	['602']
	700564 	14172 	1998 	['602']
	879684 	24909 	1999 	['874']
	839871 	22398 	1999 	['138']
	839871 	22398 	1998 	['138']
	879682 	25013 	1999 	['384']
	879682 	25013 	1998 	['384']
	923571 	30751 	1999 	['421']
	923571 	30751 	1998 	['421']
	870517 	23592 	1999 	['602']
	870517 	23592 	1998 	['602']
	706698 	11051 	1999 	['384']
	706698 	11051 	1998 	['384']
	939928 	60845 	1999 	['603']
	939928 	60845 	1998 	['603']
	1025169 	64016 	1999 	['731']
	1025169 	64016 	1998 	['731']
	948545 	61335 	1999 	['481']
	948545 	61335 	1998 	['481']
	1108345 	61400 	1999 	['276']
	1108345 	61400 	1998 	['276']
	865752 	24316 	1999 	['208']
	865752 	24316 	1998 	['208']
	1038223 	65042 	1999 	['382']
	908937 	30662 	1999 	['483']
	908937 	30662 	1998 	['483']
	1038222 	64850 	1999 	['651']
	1002579 	61730 	1999 	['701']
	1002579 	61730 	1998 	['701']
	30908 	15424 	1999 	['541']
	30908 	15424 	1998 	['541']
	351817 	10221 	1999 	['131']
	351817 	10221 	1998 	['131']
	805023 	13027 	1999 	['308']
	805023 	13027 	1998 	['308']
	768408 	12575 	1999 	['283']
	768408 	12575 	1998 	['283']
	707805 	22122 	1999 	['602']
	799515 	12655 	1999 	['391']
	799515 	12655 	1998 	['391']
	884847 	25514 	1999 	['283']
	884847 	25514 	1998 	['283']
	943819 	31887 	1999 	['384']
	943819 	31887 	1998 	['384']
	355199 	4456 	1999 	['871']
	355199 	4456 	1998 	['871']
	851249 	22542 	1999 	['870']
	851249 	22542 	1998 	['870']
	1172222 	60902 	1999 	['451']
	1172222 	60902 	1998 	['451']
	10119 	2058 	1998 	['382']
	909990 	63848 	1999 	['541']
	909990 	63848 	1998 	['541']
	317771 	10420 	1999 	['366']
	317771 	10420 	1998 	['366']
	1013857 	63290 	1999 	['737']
	1013857 	63290 	1998 	['737']
	724988 	8365 	1999 	['367']
	724988 	8365 	1998 	['367']
	868373 	23486 	1999 	['357']
	868373 	23486 	1998 	['357']
	929987 	31166 	1999 	['384']
	929987 	31166 	1998 	['384']
	726854 	16781 	1999 	['602']
	726854 	16781 	1998 	['602']
	865917 	63281 	1999 	['737']
	865917 	63281 	1998 	['737']
	719722 	2299 	1999 	['384']
	884939 	61723 	1999 	['283']
	884939 	61723 	1998 	['283']
	804753 	12850 	1999 	['737']
	804753 	12850 	1998 	['737']
	1022321 	64063 	1999 	['517']
	1022321 	64063 	1998 	['517']
	41133 	5142 	1999 	['355']
	41133 	5142 	1998 	['355']
	808246 	16828 	1999 	['603']
	808246 	16828 	1998 	['603']
	945688 	65841 	1999 	['737']
	849433 	62571 	1999 	['737']
	849433 	62571 	1998 	['737']
	831861 	14808 	1999 	['386']
	831861 	14808 	1998 	['386']
	1017526 	63470 	1999 	['737']
	706539 	3011 	1999 	['283']
	706539 	3011 	1998 	['283']
	850316 	15360 	1999 	['521']
	38074 	4843 	1999 	['283']
	38074 	4843 	1998 	['283']
	837038 	14886 	1999 	['384']
	837038 	14886 	1998 	['384']
	1127703 	24440 	1999 	['635']
	1127703 	24440 	1998 	['635']
	34908 	4607 	1999 	['345']
	34908 	4607 	1998 	['345']
	1002390 	61546 	1999 	['737']
	1002390 	61546 	1998 	['737']
	34903 	4605 	1999 	['679']
	34903 	4605 	1998 	['679']
	1111205 	2886 	1999 	['679']
	1111205 	2886 	1998 	['679']
	29332 	4001 	1999 	['227']
	29332 	4001 	1998 	['227']
	867840 	24842 	1999 	['384']
	867840 	24842 	1998 	['384']
	106618 	11462 	1998 	['331']
	892025 	29278 	1999 	['283']
	892025 	29278 	1998 	['283']
	930738 	62929 	1999 	['481']
	930738 	62929 	1998 	['481']
	892191 	61642 	1998 	['737']
	1043337 	65590 	1999 	['367']
	906611 	61760 	1998 	['325']
	724742 	10235 	1999 	['565']
	724742 	10235 	1998 	['565']
	876645 	24389 	1999 	['807']
	876645 	24389 	1998 	['807']
	935036 	31564 	1999 	['737']
	935036 	31564 	1998 	['737']
	769207 	16763 	1999 	['603']
	769207 	16763 	1998 	['603']
	849502 	28206 	1999 	['367']
	849502 	28206 	1998 	['367']
	876318 	24757 	1998 	['481']
	914923 	29642 	1999 	['799']
	914923 	29642 	1998 	['799']
	928064 	30709 	1999 	['371']
	928064 	30709 	1998 	['371']
	7623 	1783 	1999 	['352']
	7623 	1783 	1998 	['352']
	752431 	13011 	1999 	['357']
	752431 	13011 	1998 	['357']
	893965 	26044 	1999 	['274']
	893965 	26044 	1998 	['274']
	18061 	2802 	1999 	['353']
	18061 	2802 	1998 	['353']
	311505 	8759 	1999 	['357']
	311505 	8759 	1998 	['357']
	109563 	2101 	1999 	['508']
	109563 	2101 	1998 	['508']
	351077 	3071 	1999 	['602']
	351077 	3071 	1998 	['602']
	355948 	9125 	1998 	['506']
	923118 	30539 	1999 	['679']
	923118 	30539 	1998 	['679']
	1041426 	65368 	1999 	['382']
	91741 	9812 	1999 	['701']
	91741 	9812 	1998 	['701']
	906465 	28967 	1999 	['602']
	906465 	28967 	1998 	['602']
	873591 	24008 	1999 	['283']
	873591 	24008 	1998 	['283']
	1042351 	65469 	1999 	['508']
	32272 	21763 	1999 	['367']
	32272 	21763 	1998 	['367']
	906193 	28641 	1999 	['355']
	906193 	28641 	1998 	['355']
	917692 	29806 	1998 	['233']
	79677 	8687 	1999 	['384']
	79677 	8687 	1998 	['384']
	913599 	29427 	1998 	['357']
	1010915 	62860 	1999 	['283']
	1010915 	62860 	1998 	['283']
	1034670 	64690 	1999 	['371']
	913590 	29338 	1999 	['506']
	913590 	29338 	1998 	['506']
	834105 	30445 	1999 	['602']
	834105 	30445 	1998 	['602']
	354948 	62852 	1999 	['602']
	354948 	62852 	1998 	['602']
	790817 	13730 	1999 	['679']
	790817 	13730 	1998 	['679']
	790816 	13562 	1999 	['679']
	790816 	13562 	1998 	['679']
	23082 	3336 	1999 	['737']
	23082 	3336 	1998 	['737']
	790818 	12189 	1999 	['386']
	790818 	12189 	1998 	['386']
	847431 	17061 	1999 	['635']
	847431 	17061 	1998 	['635']
	819527 	13864 	1999 	['202']
	819527 	13864 	1998 	['202']
	899629 	28323 	1999 	['679']
	899629 	28323 	1998 	['679']
	924373 	30783 	1999 	['799']
	924373 	30783 	1998 	['799']
	750901 	24402 	1999 	['384']
	750901 	24402 	1998 	['384']
	887343 	25376 	1999 	['602']
	887343 	25376 	1998 	['602']
	886163 	25937 	1999 	['283']
	886163 	25937 	1998 	['283']
	713095 	18110 	1999 	['602']
	713095 	18110 	1998 	['602']
	319191 	11646 	1999 	['367']
	319191 	11646 	1998 	['367']
	1046356 	24415 	1999 	['521']
	1046356 	24415 	1998 	['521']
	751364 	12140 	1999 	['679']
	751364 	12140 	1998 	['679']
	751365 	11185 	1999 	['253']
	751365 	11185 	1998 	['253']
	713676 	8245 	1999 	['602']
	713676 	8245 	1998 	['602']
	729580 	2124 	1999 	['367']
	729580 	2124 	1998 	['367']
	61398 	6936 	1999 	['131']
	61398 	6936 	1998 	['131']
	319379 	8562 	1999 	['357']
	319379 	8562 	1998 	['357']
	813775 	13842 	1999 	['565']
	813775 	13842 	1998 	['565']
	835342 	14629 	1998 	['201']
	934612 	2490 	1999 	['401']
	934612 	2490 	1998 	['401']
	93676 	10030 	1999 	['342']
	93676 	10030 	1998 	['342']
	34563 	4579 	1999 	['209']
	34563 	4579 	1998 	['209']
	726294 	23544 	1999 	['602']
	726294 	23544 	1998 	['602']
	924646 	30608 	1999 	['736']
	924646 	30608 	1998 	['736']
	867665 	24005 	1999 	['131']
	867665 	24005 	1998 	['131']
	851207 	16827 	1999 	['603']
	851207 	16827 	1998 	['603']
	851205 	16188 	1999 	['382']
	851205 	16188 	1998 	['382']
	109380 	11687 	1999 	['602']
	109380 	11687 	1998 	['602']
	861842 	23500 	1999 	['602']
	861842 	23500 	1998 	['602']
	1025953 	65737 	1999 	['679']
	803352 	61061 	1999 	['809']
	803352 	61061 	1998 	['809']
	1002811 	61703 	1999 	['384']
	1002811 	61703 	1998 	['384']
	1029631 	64652 	1999 	['391']
	798941 	4690 	1999 	['602']
	798941 	4690 	1998 	['602']
	1498301 	4072 	1999 	['562']
	1498301 	4072 	1998 	['562']
	921051 	30461 	1999 	['603']
	921051 	30461 	1998 	['603']
	318154 	1602 	1999 	['283']
	318154 	1602 	1998 	['283']
	933745 	31706 	1999 	['283']
	933745 	31706 	1998 	['283']
	942138 	60882 	1999 	['364']
	942138 	60882 	1998 	['364']
	16058 	2596 	1999 	['737']
	16058 	2596 	1998 	['737']
	1013236 	63680 	1998 	['781']
	944248 	61556 	1999 	['366']
	944248 	61556 	1998 	['366']
	922503 	30534 	1999 	['483']
	922503 	30534 	1998 	['483']
	916304 	29677 	1999 	['679']
	916304 	29677 	1998 	['679']
	795551 	12691 	1999 	['283']
	795551 	12691 	1998 	['283']
	898757 	28513 	1998 	['603']
	915324 	29634 	1999 	['366']
	915324 	29634 	1998 	['366']
	946356 	61151 	1999 	['385']
	946356 	61151 	1998 	['385']
	1051717 	64303 	1999 	['631']
	869570 	28758 	1999 	['737']
	869570 	28758 	1998 	['737']
	912088 	29497 	1999 	['385']
	912088 	29497 	1998 	['385']
	910679 	29300 	1999 	['603']
	910679 	29300 	1998 	['603']
	869087 	23774 	1999 	['331']
	869087 	23774 	1998 	['331']
	43704 	5330 	1999 	['491']
	43704 	5330 	1998 	['491']
	912086 	29344 	1999 	['283']
	912086 	29344 	1998 	['283']
	310568 	7346 	1999 	['367']
	310568 	7346 	1998 	['367']
	897509 	17016 	1999 	['602']
	897509 	17016 	1998 	['602']
	881787 	24980 	1999 	['679']
	881787 	24980 	1998 	['679']
	1094019 	8060 	1999 	['495']
	1094019 	8060 	1998 	['495']
	9892 	2044 	1999 	['384']
	9892 	2044 	1998 	['384']
	872835 	22306 	1999 	['603']
	872835 	22306 	1998 	['603']
	92679 	9922 	1999 	['367']
	92679 	9922 	1998 	['367']
	880771 	25047 	1999 	['283']
	880771 	25047 	1998 	['283']
	925645 	30778 	1999 	['483']
	925645 	30778 	1998 	['483']
	922612 	26520 	1999 	['382']
	922612 	26520 	1998 	['382']
	835768 	7278 	1999 	['451']
	835768 	7278 	1998 	['451']
	920448 	63099 	1999 	['737']
	920448 	63099 	1998 	['737']
	749038 	7092 	1999 	['357']
	749038 	7092 	1998 	['357']
	807877 	14529 	1999 	['331']
	807877 	14529 	1998 	['331']
	714603 	3707 	1999 	['737']
	714603 	3707 	1998 	['737']
	784014 	61113 	1999 	['679']
	784014 	61113 	1998 	['679']
	807873 	22250 	1999 	['283']
	807873 	22250 	1998 	['283']
	1023313 	64061 	1999 	['870']
	1023313 	64061 	1998 	['870']
	16614 	31276 	1999 	['603']
	16614 	31276 	1998 	['603']
	873303 	64857 	1999 	['283']
	1025985 	64330 	1999 	['737']
	888693 	29066 	1999 	['382']
	888693 	29066 	1998 	['382']
	855683 	61496 	1999 	['384']
	855683 	61496 	1998 	['384']
	64892 	7250 	1999 	['384']
	64892 	7250 	1998 	['384']
	98338 	10305 	1999 	['737']
	43410 	5313 	1999 	['679']
	43410 	5313 	1998 	['679']
	1373079 	31576 	1999 	['603']
	1373079 	31576 	1998 	['603']
	786344 	14192 	1999 	['633']
	786344 	14192 	1998 	['633']
	949173 	63934 	1998 	['283']
	880285 	24810 	1998 	['461']
	57528 	6574 	1999 	['205']
	57528 	6574 	1998 	['205']
	926423 	31214 	1999 	['735']
	926423 	31214 	1998 	['508']
	909298 	1956 	1999 	['679']
	909298 	1956 	1998 	['679']
	839087 	14985 	1999 	['384']
	839087 	14985 	1998 	['384']
	350621 	2537 	1999 	['366']
	350621 	2537 	1998 	['366']
	722104 	2222 	1999 	['283']
	722104 	2222 	1998 	['283']
	903267 	60798 	1999 	['131']
	903267 	60798 	1998 	['131']
	1046284 	66077 	1999 	['483']
	1013237 	63172 	1999 	['737']
	1013237 	63172 	1998 	['737']
	90283 	9719 	1999 	['367']
	90283 	9719 	1998 	['367']
	1027207 	64346 	1999 	['737']
	2488 	1161 	1999 	['367']
	2488 	1161 	1998 	['367']
	912428 	29561 	1998 	['603']
	764038 	64547 	1999 	['602']
	351717 	2561 	1999 	['284']
	75491 	8265 	1999 	['492']
	75491 	8265 	1998 	['492']
	904541 	61476 	1999 	['263']
	904541 	61476 	1998 	['263']
	351710 	16938 	1999 	['602']
	351710 	16938 	1998 	['602']
	1163302 	23978 	1999 	['331']
	1163302 	23978 	1998 	['331']
	831259 	14590 	1999 	['100']
	831259 	14590 	1998 	['100']
	1011696 	62957 	1999 	['451']
	1011696 	62957 	1998 	['451']
	1000578 	61484 	1998 	['451']
	1001385 	61635 	1999 	['331']
	1001385 	61635 	1998 	['331']
	850033 	15350 	1999 	['679']
	850033 	15350 	1998 	['679']
	879101 	24731 	1999 	['679']
	879101 	24731 	1998 	['679']
	21344 	3144 	1999 	['208']
	21344 	3144 	1998 	['208']
	42293 	5216 	1999 	['603']
	42293 	5216 	1998 	['603']
	1143848 	16898 	1999 	['603']
	1143848 	16898 	1998 	['603']
	29002 	3969 	1999 	['367']
	29002 	3969 	1998 	['367']
	884217 	25167 	1999 	['561']
	884217 	25167 	1998 	['561']
	919004 	30388 	1998 	['679']
	60751 	6830 	1999 	['286']
	60751 	6830 	1998 	['286']
	828146 	28374 	1999 	['357']
	828146 	28374 	1998 	['357']
	927066 	61483 	1999 	['809']
	927066 	61483 	1998 	['809']
	829499 	6140 	1999 	['205']
	829499 	6140 	1998 	['205']
	949589 	61518 	1999 	['602']
	949589 	61518 	1998 	['602']
	911215 	29070 	1999 	['679']
	911215 	29070 	1998 	['679']
	892907 	25946 	1999 	['594']
	892907 	25946 	1998 	['594']
	704460 	8388 	1999 	['382']
	704460 	8388 	1998 	['382']
	887905 	25665 	1999 	['679']
	887905 	25665 	1998 	['679']
	821536 	14606 	1999 	['599']
	821536 	14606 	1998 	['599']
	65770 	63531 	1999 	['873']
	65770 	63531 	1998 	['873']
	6314 	1635 	1999 	['381']
	6314 	1635 	1998 	['367']
	885639 	25283 	1999 	['531']
	885639 	25283 	1998 	['531']
	805900 	12904 	1998 	['594']
	936372 	31643 	1998 	['631']
	821538 	14578 	1998 	['308']
	99047 	26523 	1999 	['737']
	99047 	26523 	1998 	['737']
	888491 	25633 	1999 	['679']
	888491 	25633 	1998 	['679']
	820774 	21519 	1999 	['232']
	820774 	21519 	1998 	['232']
	875570 	25944 	1999 	['737']
	875570 	25944 	1998 	['737']
	743316 	14256 	1999 	['367']
	743316 	14256 	1998 	['367']
	9096 	1969 	1999 	['262']
	9096 	1969 	1998 	['262']
	9092 	1968 	1999 	['382']
	9092 	1968 	1998 	['382']
	1005286 	62169 	1999 	['282']
	1005286 	62169 	1998 	['282']
	1005284 	25274 	1999 	['367']
	1005284 	25274 	1998 	['367']
	1005387 	62201 	1998 	['737']
	920465 	30281 	1999 	['283']
	920465 	30281 	1998 	['283']
	36995 	4739 	1999 	['602']
	36995 	4739 	1998 	['602']
	719733 	6416 	1999 	['357']
	719733 	6416 	1998 	['357']
	868368 	24304 	1999 	['384']
	868368 	24304 	1998 	['384']
	802806 	12816 	1999 	['874']
	802806 	12816 	1998 	['874']
	883670 	25025 	1999 	['581']
	883670 	25025 	1998 	['581']
	879585 	24708 	1999 	['481']
	879585 	24708 	1998 	['481']
	753281 	18788 	1999 	['679']
	753281 	18788 	1998 	['679']
	3570 	29453 	1999 	['131']
	719739 	17120 	1999 	['602']
	719739 	17120 	1998 	['602']
	720002 	23111 	1999 	['602']
	720002 	23111 	1998 	['602']
	932290 	31563 	1999 	['737']
	932290 	31563 	1998 	['357']
	914139 	29332 	1999 	['365']
	914139 	29332 	1998 	['365']
	865439 	23724 	1999 	['651']
	865439 	23724 	1998 	['651']
	719220 	19570 	1999 	['602']
	719220 	19570 	1998 	['602']
	944522 	61167 	1999 	['283']
	944522 	61167 	1998 	['283']
	911323 	22695 	1999 	['275']
	911323 	22695 	1998 	['275']
	911147 	29151 	1999 	['799']
	911147 	29151 	1998 	['799']
	910329 	29517 	1999 	['209']
	910329 	29517 	1998 	['283']
	949112 	61421 	1999 	['799']
	949112 	61421 	1998 	['799']
	37931 	4834 	1998 	['731']
	1067092 	1998 	1999 	['602']
	1067092 	1998 	1998 	['602']
	910492 	16727 	1999 	['603']
	910492 	16727 	1998 	['603']
	945123 	60899 	1999 	['367']
	945123 	60899 	1998 	['367']
	911149 	28983 	1999 	['382']
	911149 	28983 	1998 	['382']
	931584 	31170 	1999 	['331']
	931584 	31170 	1998 	['331']
	1002037 	61662 	1999 	['824']
	1002037 	61662 	1998 	['824']
	766829 	9324 	1999 	['494']
	766829 	9324 	1998 	['494']
	920600 	31449 	1998 	['603']
	1041095 	65311 	1999 	['495']
	920605 	30261 	1999 	['679']
	920605 	30261 	1998 	['679']
	921365 	30247 	1999 	['367']
	921365 	30247 	1998 	['367']
	1141107 	28853 	1999 	['366']
	1141107 	28853 	1998 	['366']
	899240 	28398 	1998 	['599']
	929887 	31122 	1999 	['822']
	929887 	31122 	1998 	['820']
	869986 	23616 	1999 	['367']
	869986 	23616 	1998 	['367']
	932903 	62911 	1999 	['283']
	932903 	62911 	1998 	['283']
	1471265 	30932 	1999 	['603']
	1471265 	30932 	1998 	['603']
	863557 	22532 	1999 	['421']
	863557 	22532 	1998 	['421']
	896985 	27936 	1999 	['562']
	896985 	27936 	1998 	['562']
	736994 	11793 	1999 	['283']
	736994 	11793 	1998 	['283']
	14280 	2402 	1999 	['738']
	14280 	2402 	1998 	['738']
	895007 	28168 	1999 	['679']
	895007 	28168 	1998 	['679']
	945235 	60887 	1998 	['208']
	892058 	29434 	1999 	['203']
	892058 	29434 	1998 	['203']
	846771 	15470 	1998 	['384']
	889331 	25747 	1999 	['361']
	889331 	25747 	1998 	['361']
	935930 	25075 	1999 	['603']
	935930 	25075 	1998 	['603']
	1043324 	65580 	1999 	['679']
	8818 	1913 	1999 	['267']
	8818 	1913 	1998 	['267']
	316236 	61094 	1998 	['541']
	849043 	19069 	1999 	['283']
	849043 	19069 	1998 	['283']
	883842 	25118 	1999 	['367']
	883842 	25118 	1998 	['367']
	30305 	4091 	1999 	['372']
	30305 	4091 	1998 	['372']
	315852 	6788 	1999 	['131']
	315852 	6788 	1998 	['131']
	37808 	18049 	1999 	['602']
	37808 	18049 	1998 	['602']
	710752 	9346 	1999 	['679']
	710752 	9346 	1998 	['679']
	899749 	28322 	1999 	['679']
	899749 	28322 	1998 	['679']
	931059 	61435 	1999 	['355']
	931059 	61435 	1998 	['355']
	892482 	25915 	1999 	['355']
	1003113 	61706 	1999 	['382']
	1003113 	61706 	1998 	['382']
	879911 	25088 	1999 	['229']
	879911 	25088 	1998 	['229']
	851560 	28325 	1999 	['737']
	851560 	28325 	1998 	['737']
	813945 	13870 	1999 	['153']
	813945 	13870 	1998 	['153']
	216539 	30950 	1999 	['483']
	216539 	30950 	1998 	['483']
	883293 	25021 	1999 	['731']
	883293 	25021 	1998 	['731']
	20232 	3031 	1998 	['366']
	1034755 	64741 	1999 	['131']
	101984 	27828 	1999 	['365']
	101984 	27828 	1998 	['365']
	29834 	4052 	1999 	['131']
	29834 	4052 	1998 	['131']
	1113227 	24880 	1998 	['481']
	724571 	12403 	1999 	['533']
	724571 	12403 	1998 	['533']
	853971 	27783 	1999 	['631']
	853971 	27783 	1998 	['631']
	851968 	25119 	1999 	['227']
	851968 	25119 	1998 	['227']
	723254 	3062 	1999 	['232']
	723254 	3062 	1998 	['232']
	1043219 	65556 	1999 	['679']
	67347 	7486 	1999 	['371']
	67347 	7486 	1998 	['371']
	746782 	14459 	1999 	['737']
	746782 	14459 	1998 	['737']
	926866 	30692 	1999 	['679']
	926866 	30692 	1998 	['679']
	889409 	25670 	1999 	['553']
	889409 	25670 	1998 	['553']
	750577 	24232 	1999 	['602']
	750577 	24232 	1998 	['602']
	750574 	61055 	1999 	['602']
	750574 	61055 	1998 	['602']
	899636 	28249 	1999 	['367']
	899636 	28249 	1998 	['367']
	1038271 	66070 	1999 	['737']
	899630 	28291 	1999 	['521']
	899630 	28291 	1998 	['521']
	6951 	1704 	1999 	['355']
	6951 	1704 	1998 	['355']
	720507 	3354 	1999 	['737']
	720507 	3354 	1998 	['737']
	913364 	29395 	1998 	['346']
	1012270 	63084 	1999 	['283']
	1012270 	63084 	1998 	['283']
	97134 	10441 	1999 	['358']
	97134 	10441 	1998 	['358']
	819551 	14260 	1999 	['653']
	819551 	14260 	1998 	['653']
	882184 	25340 	1999 	['153']
	882184 	25340 	1998 	['153']
	91649 	9804 	1998 	['737']
	887359 	64334 	1999 	['283']
	930182 	60977 	1999 	['603']
	930182 	60977 	1998 	['603']
	943320 	60802 	1999 	['799']
	943320 	60802 	1998 	['799']
	313143 	24021 	1999 	['384']
	313143 	24021 	1998 	['384']
	77551 	8488 	1999 	['382']
	77551 	8488 	1998 	['382']
	946644 	62525 	1999 	['283']
	946644 	62525 	1998 	['283']
	946647 	28620 	1999 	['603']
	946647 	28620 	1998 	['603']
	924901 	30637 	1999 	['679']
	924901 	30637 	1998 	['679']
	913142 	28940 	1999 	['335']
	913142 	28940 	1998 	['335']
	1030749 	5379 	1999 	['441']
	912767 	29156 	1999 	['242']
	912767 	29156 	1998 	['242']
